"CO_CURSO";"CO_GRUPO";"NU_ANO";"NT_GER";"TP_SEXO";"NU_IDADE";"QE_I02";"QE_I08";"QE_I09";"QE_I10";"QE_I11";"QE_I15";"QE_I23"
1153635;94;2022;NA;"M";"26";"D";"B";"C";"E";"";"";"E"
1154912;2;2022;NA;"M";"57";"";"";"E";"A";"H";"";"E"
1155145;106;2022;51,4;"F";"21";"D";"";"";"B";"B";"A";"C"
1155146;84;2022;36,1;"F";"22";"D";"C";"D";"C";"C";"A";"D"
1155147;94;2022;NA;"";"";"";"";"";"";"";"";""
1155149;86;2022;56;"M";"21";"D";"B";"F";"E";"C";"D";"B"
1155594;1;2022;33,8;"F";"21";"";"";"E";"C";"";"";""
1155915;2;2022;66,1;"M";"22";"D";"A";"E";"E";"B";"C";"A"
1156183;2;2022;23,7;"F";"26";"A";"B";"C";"A";"B";"A";"B"
1156971;38;2022;59,2;"F";"31";"D";"B";"B";"A";"H";"A";"B"
1158614;2;2022;52,9;"M";"34";"F";"F";"E";"E";"H";"A";"E"
1158618;2;2022;53,7;"F";"40";"B";"C";"C";"E";"B";"A";"C"
1158908;2;2022;71,1;"F";"24";"A";"F";"C";"A";"C";"E";"C"
1158926;18;2022;63,7;"F";"23";"A";"F";"B";"A";"";"A";"B"
1158958;84;2022;48,3;"F";"22";"";"B";"C";"E";"B";"F";"C"
1159742;1;2022;37,6;"F";"30";"D";"C";"E";"D";"C";"A";"B"
1159985;1;2022;NA;"F";"31";"A";"A";"E";"A";"";"A";"B"
1160149;93;2022;NA;"";"";"";"";"";"";"";"";""
1160311;101;2022;NA;"M";"29";"";"";"";"A";"B";"";""
1163755;804;2022;37,5;"F";"22";"A";"B";"E";"E";"H";"A";"A"
1164205;22;2022;NA;"F";"21";"A";"A";"D";"";"B";"";""
1165339;38;2022;NA;"F";"29";"";"B";"B";"E";"H";"A";"C"
1166817;2;2022;36,3;"M";"33";"A";"A";"A";"A";"C";"A";"C"
1167503;83;2022;55,1;"F";"25";"D";"";"C";"";"G";"A";"B"
1167895;101;2022;49,9;"F";"44";"B";"C";"E";"E";"H";"A";"B"
1168129;2;2022;50,6;"F";"23";"B";"E";"C";"A";"E";"A";"C"
1170435;2;2022;76,2;"F";"52";"D";"C";"";"C";"";"A";"C"
1170828;1;2022;42,7;"F";"21";"";"F";"B";"E";"B";"A";""
1172032;22;2022;NA;"M";"22";"";"";"";"";"";"";""
1172230;18;2022;24,2;"F";"39";"A";"C";"C";"A";"H";"A";"C"
1172534;2;2022;50,9;"F";"37";"D";"A";"B";"E";"I";"D";"C"
1172542;1;2022;32,6;"F";"24";"D";"C";"C";"B";"B";"B";"B"
1172666;1;2022;26,5;"F";"31";"A";"G";"B";"E";"H";"E";"C"
1172667;22;2022;19,8;"F";"34";"A";"B";"C";"E";"H";"D";"B"
1172669;22;2022;15,2;"F";"28";"D";"";"E";"E";"C";"A";"C"
1172815;2;2022;57,2;"F";"27";"D";"B";"B";"A";"E";"A";"C"
1172850;2;2022;43,3;"M";"23";"D";"E";"E";"A";"E";"C";"A"
1172903;2;2022;43,5;"F";"24";"A";"F";"D";"A";"C";"A";"B"
1173225;2;2022;NA;"F";"23";"";"B";"D";"A";"B";"A";""
1176944;84;2022;40,3;"M";"56";"D";"";"E";"";"";"";"B"
1177120;2;2022;37,4;"F";"38";"D";"C";"B";"A";"E";"C";"C"
1177703;1;2022;57;"F";"21";"D";"B";"C";"A";"E";"A";"A"
1178039;38;2022;54,3;"F";"25";"D";"B";"D";"E";"E";"A";"B"
1179142;84;2022;NA;"";"";"";"";"";"";"";"";""
1179246;2;2022;NA;"M";"38";"B";"C";"E";"E";"G";"A";"B"
1179384;38;2022;35,9;"M";"42";"A";"A";"B";"C";"J";"A";"B"
1179977;2;2022;54;"F";"26";"B";"A";"E";"C";"E";"D";"B"
1180126;2;2022;70,5;"F";"25";"D";"A";"C";"E";"";"";"B"
1180199;1;2022;NA;"";"";"";"";"";"";"";"";""
1180227;1;2022;48,8;"F";"23";"C";"E";"";"";"";"A";"B"
1180253;18;2022;39,1;"F";"25";"D";"";"F";"B";"B";"A";"C"
1180717;1;2022;71,9;"M";"22";"A";"A";"B";"D";"D";"F";"B"
1181165;2;2022;38,8;"F";"34";"A";"B";"C";"E";"H";"A";"B"
1182053;2;2022;40,7;"M";"44";"A";"B";"C";"E";"B";"A";"C"
1182266;18;2022;39,4;"F";"24";"D";"D";"";"A";"J";"A";"C"
1182987;2;2022;NA;"F";"39";"A";"B";"F";"A";"H";"";"A"
1183197;2;2022;25,7;"M";"38";"D";"B";"";"B";"G";"A";"C"
1183400;22;2022;NA;"";"";"";"";"";"";"";"";""
1183432;18;2022;NA;"M";"22";"D";"C";"E";"C";"B";"A";"C"
1184081;86;2022;45,5;"F";"36";"B";"B";"E";"E";"A";"A";"C"
1185135;2;2022;37,9;"F";"25";"D";"B";"C";"C";"H";"B";"C"
1185473;18;2022;55,5;"M";"31";"C";"D";"C";"D";"H";"A";"D"
1185996;2;2022;NA;"F";"23";"D";"A";"B";"D";"I";"";""
1186091;2;2022;20,6;"F";"22";"D";"C";"";"E";"I";"";"C"
1186192;1;2022;22,4;"M";"21";"A";"E";"F";"E";"D";"A";"A"
1186956;83;2022;56;"F";"20";"A";"C";"B";"D";"H";"A";"A"
1187060;2;2022;48,6;"F";"53";"D";"B";"A";"E";"E";"A";"E"
1187106;1;2022;NA;"M";"23";"";"";"";"";"";"";""
1187549;1;2022;NA;"";"";"";"";"";"";"";"";""
1187550;2;2022;52,6;"F";"23";"D";"E";"C";"D";"H";"E";"B"
1187610;1;2022;15,1;"M";"21";"D";"B";"D";"E";"C";"A";"B"
1187611;22;2022;25,5;"F";"27";"A";"C";"";"E";"B";"D";"B"
1188933;2;2022;59,2;"F";"22";"A";"B";"";"";"A";"";"B"
1189395;22;2022;NA;"";"";"";"";"";"";"";"";""
1189396;2;2022;47,8;"F";"31";"D";"C";"F";"E";"E";"A";"C"
1189472;1;2022;NA;"F";"37";"A";"C";"B";"D";"K";"A";"B"
1189824;38;2022;46,2;"F";"29";"D";"B";"E";"E";"B";"A";"C"
1189825;22;2022;22,5;"M";"22";"D";"A";"D";"E";"B";"A";"C"
1189827;1;2022;41,9;"M";"34";"A";"A";"D";"E";"B";"A";"B"
1190041;1;2022;NA;"M";"39";"";"";"E";"";"H";"A";""
1190112;2;2022;48,6;"F";"42";"";"A";"E";"A";"E";"A";"E"
1190157;106;2022;39,4;"M";"52";"A";"B";"";"";"B";"A";"B"
1190614;94;2022;NA;"F";"21";"";"";"";"";"";"";""
1190745;2;2022;39,5;"M";"23";"D";"A";"F";"A";"E";"A";"C"
1191177;1;2022;61;"M";"34";"F";"C";"F";"";"H";"A";"B"
1191510;86;2022;NA;"F";"23";"D";"A";"C";"D";"J";"C";"C"
1192019;18;2022;57,3;"F";"54";"A";"B";"C";"E";"C";"A";"C"
1192114;22;2022;23,9;"F";"22";"A";"C";"E";"C";"J";"A";"C"
1192190;18;2022;59,9;"F";"39";"D";"B";"B";"C";"";"A";"C"
1192302;1;2022;NA;"F";"34";"A";"B";"D";"E";"C";"A";"C"
1192319;22;2022;49,8;"F";"31";"D";"C";"D";"E";"H";"A";"B"
1193078;2;2022;45,2;"F";"23";"D";"B";"D";"E";"H";"A";"C"
1193268;2;2022;49,6;"F";"39";"";"C";"F";"";"E";"D";"E"
1193341;2;2022;29,5;"F";"35";"A";"C";"C";"B";"E";"B";"B"
1193531;2;2022;55,8;"M";"29";"D";"C";"B";"E";"C";"C";"B"
1193534;2;2022;40,4;"F";"23";"A";"B";"";"";"B";"A";"C"
1193545;18;2022;62,7;"F";"23";"D";"E";"D";"A";"E";"D";"E"
1193917;86;2022;NA;"F";"19";"D";"E";"C";"E";"";"A";"C"
1199181;18;2022;49,6;"F";"23";"B";"A";"E";"E";"J";"A";"D"
1199185;18;2022;57,8;"F";"26";"A";"B";"C";"E";"D";"A";"C"
1199209;2;2022;54,1;"M";"27";"D";"A";"D";"E";"H";"A";"D"
1199602;18;2022;35,9;"F";"23";"D";"B";"B";"D";"H";"A";"B"
1199644;2;2022;31,4;"F";"22";"D";"B";"D";"A";"I";"E";"B"
1199646;2;2022;51,6;"M";"22";"";"";"F";"B";"E";"";"B"
1200615;2;2022;66,7;"F";"24";"A";"B";"E";"A";"H";"A";"C"
1202316;88;2022;48;"F";"24";"A";"B";"F";"E";"H";"A";"B"
1203999;22;2022;40,3;"M";"21";"D";"B";"C";"E";"H";"A";"B"
1204127;1;2022;NA;"M";"26";"D";"C";"C";"E";"B";"E";"C"
1204354;106;2022;24,7;"M";"23";"D";"E";"F";"E";"B";"A";"D"
1204586;22;2022;26,1;"F";"24";"A";"C";"E";"E";"H";"A";"A"
1204901;1;2022;31,5;"F";"45";"D";"A";"D";"A";"I";"A";"C"
1204952;38;2022;NA;"F";"27";"";"";"";"";"";"";""
1205045;94;2022;NA;"M";"23";"";"";"";"";"";"";""
1205104;94;2022;NA;"F";"20";"";"";"";"";"";"";""
1205354;22;2022;24;"M";"22";"D";"A";"F";"E";"H";"A";"B"
1205505;94;2022;65,9;"F";"23";"";"F";"D";"E";"C";"";""
1205606;1;2022;63;"M";"24";"A";"A";"D";"A";"C";"E";"B"
1205756;1;2022;48,3;"F";"22";"";"F";"E";"";"B";"C";""
1205898;86;2022;NA;"";"";"";"";"";"";"";"";""
1206053;1;2022;43,2;"F";"27";"A";"B";"D";"E";"C";"B";"B"
1206054;22;2022;37,7;"F";"28";"D";"B";"C";"E";"C";"A";"B"
1206477;1;2022;NA;"F";"25";"";"B";"";"";"C";"A";"A"
1206478;22;2022;NA;"F";"21";"";"F";"E";"";"";"";"B"
1207123;22;2022;24,2;"F";"24";"D";"B";"E";"E";"H";"F";"D"
1207815;1;2022;44,9;"F";"21";"A";"B";"C";"D";"B";"A";""
1208510;1;2022;32,8;"F";"23";"B";"C";"B";"B";"F";"A";"C"
1208868;1;2022;27,7;"M";"23";"";"";"E";"";"B";"";"A"
1208890;1;2022;56,2;"F";"22";"A";"B";"";"E";"B";"A";"B"
1208891;22;2022;NA;"M";"33";"";"";"E";"E";"B";"";"B"
1208893;94;2022;31,8;"F";"34";"B";"B";"E";"E";"C";"B";"B"
1208912;1;2022;NA;"M";"24";"D";"B";"B";"A";"C";"D";"A"
1208913;22;2022;35,8;"F";"22";"D";"B";"E";"E";"H";"D";"C"
1210095;1;2022;68,3;"F";"29";"";"C";"B";"E";"C";"E";"B"
1210131;101;2022;27,7;"M";"32";"D";"";"C";"A";"B";"A";"C"
1210186;1;2022;62,6;"F";"22";"D";"B";"E";"E";"H";"A";"B"
1210206;106;2022;44,2;"M";"33";"";"D";"E";"E";"B";"A";""
1210297;1;2022;53,4;"M";"23";"D";"";"C";"E";"E";"A";"B"
1210394;101;2022;31,2;"M";"43";"D";"A";"C";"B";"B";"A";"B"
1210438;1;2022;NA;"M";"36";"";"B";"D";"";"";"A";"B"
1210671;86;2022;22,8;"F";"25";"A";"C";"";"E";"";"A";""
1210676;22;2022;NA;"M";"30";"";"F";"E";"E";"H";"A";""
1210738;1;2022;49,8;"F";"20";"D";"D";"D";"E";"H";"A";"B"
1210785;1;2022;18,3;"M";"36";"C";"";"D";"D";"B";"";"A"
1210786;1;2022;NA;"M";"26";"A";"C";"E";"A";"";"A";""
1211077;106;2022;30,4;"M";"25";"";"B";"";"A";"";"A";""
1211277;86;2022;38;"F";"32";"";"B";"D";"E";"";"A";""
1211318;1;2022;NA;"F";"34";"F";"D";"F";"E";"H";"A";"C"
1211337;22;2022;NA;"F";"30";"";"C";"";"";"";"";"B"
1211389;81;2022;NA;"";"";"";"";"";"";"";"";""
1211392;804;2022;57;"F";"23";"F";"C";"E";"E";"D";"A";"B"
1211884;1;2022;35,9;"F";"29";"A";"A";"C";"A";"H";"A";"B"
1214439;84;2022;NA;"F";"25";"A";"C";"E";"D";"B";"A";"C"
1214446;86;2022;42,4;"M";"24";"A";"";"";"E";"H";"";"D"
1214577;1;2022;28,9;"M";"25";"";"B";"F";"";"J";"A";"B"
1214578;22;2022;12;"F";"25";"D";"C";"F";"D";"C";"A";"B"
1257497;22;2022;9,6;"F";"23";"A";"C";"E";"E";"I";"C";"D"
1257517;1;2022;NA;"M";"25";"";"";"";"";"";"";"B"
1257750;22;2022;24,8;"F";"25";"A";"B";"F";"D";"I";"A";"B"
1257751;804;2022;46;"F";"22";"A";"C";"C";"E";"G";"A";"B"
1257824;101;2022;NA;"M";"37";"";"";"F";"";"H";"";""
1258046;38;2022;57,2;"F";"30";"A";"A";"C";"A";"H";"";""
1258434;22;2022;NA;"M";"24";"";"";"";"";"";"";""
1258453;22;2022;NA;"F";"44";"";"";"";"";"";"";""
1258660;38;2022;48,4;"F";"22";"";"";"";"A";"B";"";"E"
1258719;22;2022;NA;"M";"31";"A";"C";"E";"E";"B";"A";"B"
1259102;94;2022;NA;"M";"42";"";"";"";"";"";"";""
1259332;85;2022;NA;"";"";"";"";"";"";"";"";""
1259748;1;2022;43;"F";"30";"D";"D";"E";"E";"I";"A";"E"
1259763;22;2022;NA;"F";"39";"";"C";"D";"E";"B";"A";"B"
1259857;22;2022;28,1;"M";"28";"D";"B";"E";"E";"D";"D";"C"
1259887;22;2022;44,6;"M";"22";"D";"C";"C";"E";"D";"E";"B"
1259931;1;2022;29,4;"M";"23";"D";"A";"";"E";"";"D";"C"
1260038;106;2022;NA;"M";"20";"A";"B";"C";"D";"H";"";"C"
1260142;86;2022;58,7;"F";"30";"A";"C";"E";"E";"H";"A";"A"
1260183;22;2022;28;"M";"22";"A";"C";"E";"E";"I";"A";"C"
1260335;84;2022;13,8;"F";"22";"";"";"";"";"";"";""
1260491;94;2022;NA;"F";"22";"";"";"D";"";"";"";""
1260733;101;2022;NA;"";"";"";"";"";"";"";"";""
1261374;101;2022;NA;"F";"43";"D";"";"D";"A";"B";"A";""
1261420;22;2022;NA;"M";"28";"D";"C";"E";"E";"H";"E";"C"
1261494;1;2022;54,1;"F";"28";"A";"C";"";"D";"B";"A";"C"
1261599;1;2022;41,3;"F";"30";"C";"D";"D";"A";"B";"A";"B"
1261607;1;2022;43,5;"M";"47";"A";"B";"D";"E";"";"A";""
1261699;38;2022;37,1;"F";"24";"";"A";"";"E";"G";"D";"B"
1261743;1;2022;NA;"F";"32";"D";"C";"D";"E";"B";"F";"B"
1261745;38;2022;NA;"F";"66";"D";"C";"A";"A";"B";"A";"B"
1261747;86;2022;NA;"F";"21";"D";"A";"E";"E";"B";"A";"E"
1261825;1;2022;53,9;"M";"28";"A";"C";"E";"B";"B";"A";"C"
1261986;101;2022;NA;"M";"32";"";"";"F";"C";"G";"A";"C"
1262088;86;2022;44,9;"M";"23";"A";"B";"";"A";"H";"A";"B"
1262089;1;2022;NA;"F";"40";"D";"B";"E";"";"";"";""
1262178;84;2022;NA;"";"";"";"";"";"";"";"";""
1262180;94;2022;50,7;"M";"38";"A";"A";"E";"E";"H";"A";"B"
1262442;85;2022;NA;"F";"51";"B";"A";"A";"";"B";"";"B"
1262443;1;2022;52,8;"F";"26";"D";"C";"B";"A";"B";"A";"B"
1262702;93;2022;58,4;"F";"26";"B";"C";"D";"E";"B";"A";"C"
1262723;18;2022;43,4;"F";"28";"A";"C";"E";"A";"J";"A";"D"
1262805;1;2022;18;"F";"22";"B";"A";"C";"B";"H";"A";"B"
1262849;85;2022;NA;"";"";"";"";"";"";"";"";""
1262850;1;2022;32,7;"F";"24";"A";"B";"C";"B";"B";"A";"B"
1262854;85;2022;37,2;"F";"22";"A";"B";"E";"E";"I";"";"B"
1262855;94;2022;58,2;"M";"40";"A";"B";"E";"E";"B";"";"B"
1262858;87;2022;NA;"M";"47";"A";"E";"B";"A";"B";"A";"C"
1262911;85;2022;NA;"M";"38";"D";"B";"E";"E";"B";"A";"B"
1263088;1;2022;NA;"F";"28";"D";"A";"E";"D";"C";"A";"A"
1263137;38;2022;NA;"";"";"";"";"";"";"";"";""
1263323;1;2022;32,9;"F";"25";"D";"C";"E";"E";"K";"A";"B"
1263382;22;2022;30,3;"F";"28";"C";"D";"E";"";"H";"A";"E"
1263600;22;2022;34,8;"F";"25";"A";"C";"D";"E";"";"";"B"
1263681;1;2022;NA;"F";"27";"";"C";"E";"E";"B";"A";""
1263711;1;2022;21,2;"M";"23";"B";"A";"C";"E";"H";"A";"B"
1263908;1;2022;47,4;"F";"28";"D";"C";"E";"E";"C";"A";"B"
1263909;22;2022;NA;"F";"37";"A";"B";"C";"E";"B";"A";"B"
1263911;94;2022;NA;"F";"30";"D";"B";"F";"E";"C";"E";"C"
1263952;1;2022;46,9;"M";"21";"D";"A";"E";"E";"B";"A";"B"
1268059;87;2022;23,8;"F";"28";"D";"B";"C";"E";"B";"A";"B"
1269872;1;2022;NA;"M";"37";"";"A";"";"";"J";"";""
1269995;93;2022;NA;"F";"44";"";"A";"F";"E";"B";"A";""
1270683;29;2022;NA;"F";"26";"";"A";"";"E";"A";"";"B"
1270731;1;2022;52,4;"F";"27";"B";"A";"A";"D";"A";"A";"B"
1276154;803;2022;54,9;"F";"25";"D";"A";"C";"C";"A";"B";"E"
1279328;22;2022;14,8;"F";"28";"D";"B";"C";"E";"B";"D";"C"
1279369;18;2022;NA;"F";"22";"A";"B";"C";"B";"B";"A";"C"
1279429;18;2022;39;"F";"48";"D";"A";"C";"A";"B";"A";"C"
1279434;18;2022;57,5;"M";"23";"B";"E";"B";"A";"D";"D";"B"
1279496;18;2022;53,8;"M";"24";"A";"B";"E";"C";"B";"A";"C"
1279501;22;2022;46,6;"F";"31";"D";"B";"C";"C";"B";"A";"B"
1279511;18;2022;70,5;"F";"26";"A";"A";"C";"B";"B";"A";"C"
1279520;38;2022;40;"F";"40";"D";"E";"E";"A";"";"A";"B"
1279558;86;2022;NA;"M";"34";"";"";"";"";"";"A";""
1279586;18;2022;34;"F";"35";"A";"B";"C";"E";"H";"D";"B"
1279592;804;2022;32,9;"F";"24";"A";"E";"";"D";"B";"";"B"
1279597;18;2022;60,3;"F";"22";"D";"E";"D";"C";"B";"A";""
1279650;18;2022;NA;"F";"27";"";"C";"E";"A";"E";"A";"B"
1279673;18;2022;NA;"";"";"";"";"";"";"";"";""
1279707;1;2022;52,2;"M";"27";"B";"B";"B";"A";"J";"A";"A"
1279711;18;2022;17,4;"F";"33";"A";"A";"D";"E";"B";"A";"B"
1279804;18;2022;57,2;"F";"48";"D";"A";"C";"E";"B";"A";"D"
1279809;18;2022;69,3;"F";"37";"D";"A";"B";"A";"B";"B";"C"
1279868;1;2022;30,4;"F";"28";"B";"C";"B";"E";"B";"A";"B"
1279922;18;2022;85,3;"F";"24";"D";"B";"B";"A";"A";"F";"B"
1280054;22;2022;NA;"M";"23";"A";"E";"E";"D";"A";"A";"C"
1280061;1;2022;NA;"";"";"";"";"";"";"";"";""
1280158;18;2022;62;"F";"24";"A";"B";"B";"A";"E";"A";"B"
1280160;18;2022;78,4;"F";"30";"A";"D";"B";"A";"B";"A";"C"
1280204;18;2022;31,8;"F";"24";"";"B";"F";"A";"H";"A";"D"
1280291;18;2022;31,2;"F";"36";"A";"A";"B";"D";"C";"A";"B"
1280310;94;2022;NA;"";"";"";"";"";"";"";"";""
1280348;18;2022;66,6;"F";"22";"A";"C";"B";"E";"E";"A";"C"
1280381;18;2022;17,2;"F";"24";"A";"A";"B";"";"H";"A";"D"
1280396;18;2022;55,2;"F";"38";"A";"B";"B";"A";"";"A";"E"
1280443;18;2022;45,1;"F";"24";"";"";"E";"A";"I";"C";"B"
1280448;22;2022;24,1;"F";"22";"D";"D";"E";"E";"D";"A";"B"
1280460;18;2022;37,5;"F";"29";"D";"A";"B";"A";"B";"D";"B"
1280494;18;2022;57,9;"F";"41";"A";"B";"F";"E";"J";"A";"C"
1280496;18;2022;52,4;"F";"24";"A";"A";"B";"A";"I";"A";"D"
1280521;18;2022;79,8;"F";"31";"";"A";"C";"";"B";"E";""
1280539;18;2022;35,8;"M";"26";"B";"A";"A";"E";"J";"A";""
1280544;18;2022;48,5;"F";"44";"D";"C";"F";"E";"B";"A";"E"
1280559;22;2022;27,3;"M";"27";"D";"B";"";"";"H";"A";"B"
1280615;87;2022;NA;"M";"22";"";"";"";"";"";"";""
1280617;18;2022;34,4;"F";"23";"A";"B";"B";"E";"E";"A";"B"
1280692;22;2022;NA;"F";"35";"A";"D";"";"A";"B";"F";"B"
1280696;85;2022;NA;"";"";"";"";"";"";"";"";""
1280995;18;2022;60,1;"M";"32";"D";"C";"E";"E";"B";"A";"D"
1281001;83;2022;NA;"F";"25";"";"";"";"";"";"";""
1281133;22;2022;12,4;"F";"23";"A";"B";"D";"E";"G";"A";"A"
1282927;22;2022;NA;"F";"40";"D";"A";"B";"E";"";"A";"C"
1283686;18;2022;38,3;"F";"21";"A";"C";"E";"C";"B";"A";"B"
1283738;18;2022;65,8;"F";"22";"A";"A";"C";"E";"B";"C";"C"
1283815;1;2022;NA;"F";"21";"D";"B";"F";"E";"D";"A";"C"
1283816;22;2022;49,7;"M";"29";"D";"D";"E";"E";"B";"A";"C"
1283818;18;2022;46,6;"F";"55";"D";"C";"B";"B";"J";"E";"E"
1283830;1;2022;28,7;"M";"33";"D";"A";"F";"E";"B";"A";"B"
1283876;18;2022;58,4;"F";"23";"A";"B";"C";"E";"B";"E";"E"
1283911;18;2022;74,4;"F";"22";"A";"B";"B";"B";"H";"F";"B"
1283943;18;2022;66;"F";"24";"A";"B";"F";"E";"H";"A";"D"
1283944;18;2022;66,3;"M";"22";"D";"B";"E";"A";"H";"C";"B"
1283945;18;2022;66;"F";"39";"A";"";"E";"E";"H";"D";"E"
1283947;18;2022;74;"F";"21";"A";"D";"B";"E";"B";"A";"C"
1283948;18;2022;48;"F";"21";"A";"B";"A";"";"E";"A";"C"
1283949;18;2022;31,5;"F";"22";"F";"B";"E";"D";"H";"A";"B"
1283951;18;2022;NA;"F";"22";"B";"B";"B";"A";"";"A";"B"
1283953;18;2022;36,3;"M";"30";"A";"C";"B";"C";"B";"D";"C"
1283955;18;2022;43,9;"F";"32";"D";"B";"B";"C";"B";"A";"B"
1283957;18;2022;34,8;"F";"23";"A";"B";"C";"A";"J";"F";"B"
1284030;86;2022;33,5;"F";"25";"";"B";"B";"B";"";"F";"B"
1284100;1;2022;30,5;"F";"22";"A";"B";"A";"E";"I";"A";""
1284117;18;2022;60,4;"F";"25";"A";"C";"C";"A";"D";"C";"C"
1284129;101;2022;19,4;"M";"52";"D";"D";"";"B";"B";"A";""
1284184;1;2022;40,5;"F";"21";"A";"C";"D";"D";"D";"A";"C"
1284201;18;2022;71,1;"F";"25";"A";"";"F";"A";"C";"A";"D"
1284214;1;2022;45,8;"M";"28";"A";"A";"D";"E";"B";"A";"B"
1284315;18;2022;NA;"";"";"";"";"";"";"";"";""
1284322;18;2022;27,1;"M";"22";"A";"B";"E";"E";"E";"A";"C"
1284451;18;2022;51,3;"F";"42";"A";"F";"B";"E";"B";"A";"C"
1284578;83;2022;NA;"F";"29";"";"";"";"";"";"";""
1284668;18;2022;23,1;"M";"27";"B";"B";"";"B";"J";"A";"B"
1284713;94;2022;49,4;"F";"22";"A";"B";"B";"D";"B";"B";"B"
1284885;18;2022;52,6;"F";"28";"B";"A";"B";"A";"E";"A";"B"
1284892;22;2022;37,9;"M";"43";"B";"D";"F";"E";"I";"A";"E"
1284935;18;2022;43,1;"F";"30";"D";"D";"C";"D";"J";"A";"B"
1284950;18;2022;NA;"F";"25";"D";"";"B";"B";"K";"A";"C"
1284953;13;2022;NA;"F";"22";"D";"";"D";"E";"";"A";""
1285021;18;2022;35;"F";"27";"D";"B";"D";"A";"F";"A";"C"
1285026;1;2022;32,2;"M";"24";"D";"B";"B";"E";"B";"A";"C"
1285133;18;2022;35,1;"F";"44";"A";"B";"F";"A";"E";"A";"B"
1285155;18;2022;44,7;"F";"69";"A";"C";"C";"E";"B";"A";"E"
1285188;22;2022;28,4;"F";"30";"B";"B";"D";"E";"D";"A";"A"
1285224;18;2022;92;"F";"23";"D";"C";"D";"A";"E";"A";"C"
1285228;22;2022;25,7;"M";"22";"A";"B";"E";"A";"B";"A";"B"
1285236;85;2022;NA;"F";"28";"";"";"";"";"";"";""
1285242;18;2022;54,3;"F";"33";"D";"A";"B";"E";"H";"A";"B"
1285270;18;2022;60,4;"F";"38";"F";"B";"E";"E";"E";"A";"E"
1285409;1;2022;NA;"F";"34";"D";"C";"E";"E";"C";"A";"E"
1285490;18;2022;60,9;"F";"22";"D";"C";"C";"C";"H";"C";"C"
1285656;1;2022;41,7;"M";"24";"A";"B";"C";"E";"J";"A";"B"
1285950;22;2022;26,8;"F";"35";"A";"C";"E";"E";"B";"D";"B"
1285964;1;2022;NA;"F";"37";"";"";"";"";"";"";""
1285965;93;2022;NA;"M";"33";"D";"B";"B";"E";"B";"C";"A"
1285966;86;2022;66,9;"M";"23";"A";"A";"E";"E";"J";"";""
1286451;1;2022;NA;"M";"24";"A";"";"";"D";"D";"A";"C"
1286681;1;2022;35,9;"M";"36";"D";"B";"B";"E";"B";"C";"C"
1286922;1;2022;NA;"F";"21";"";"A";"";"E";"B";"";"B"
1286924;86;2022;NA;"F";"25";"A";"A";"B";"E";"I";"";"C"
1286925;94;2022;33,3;"M";"36";"";"";"";"B";"C";"A";"D"
1286927;84;2022;NA;"F";"37";"A";"";"D";"";"";"A";""
1287255;18;2022;70;"F";"33";"A";"C";"E";"A";"C";"D";"E"
1287266;103;2022;47,1;"F";"30";"D";"B";"B";"A";"B";"A";"B"
1287367;86;2022;55,1;"M";"25";"A";"B";"E";"E";"B";"E";"B"
1287371;86;2022;53,1;"F";"29";"";"A";"D";"E";"B";"";"B"
1287372;1;2022;42,3;"F";"25";"A";"C";"D";"";"C";"C";"C"
1287596;101;2022;57,9;"M";"25";"B";"A";"B";"A";"B";"A";"C"
1288087;22;2022;42,6;"F";"22";"D";"B";"E";"E";"G";"A";"B"
1288097;1;2022;49,2;"F";"39";"D";"C";"E";"E";"I";"A";"B"
1288127;86;2022;NA;"M";"22";"D";"B";"";"";"G";"A";""
1288137;1;2022;40,4;"M";"25";"";"";"";"";"";"C";"D"
1288773;84;2022;23,6;"M";"20";"D";"";"";"B";"B";"";""
1288776;18;2022;74,4;"F";"23";"D";"A";"C";"B";"C";"A";"C"
1288870;86;2022;NA;"";"";"";"";"";"";"";"";""
1290455;101;2022;NA;"M";"28";"";"E";"F";"";"G";"A";"C"
1290540;38;2022;NA;"";"";"";"";"";"";"";"";""
1290578;22;2022;NA;"F";"40";"";"";"";"";"";"";""
1292296;1;2022;31,6;"F";"40";"B";"";"E";"A";"B";"A";"B"
1292318;86;2022;NA;"F";"46";"D";"D";"D";"C";"H";"A";"D"
1292428;1;2022;22,7;"M";"22";"D";"A";"B";"E";"K";"A";""
1292432;38;2022;NA;"F";"22";"D";"A";"B";"";"B";"A";"D"
1298914;18;2022;76,4;"F";"31";"D";"A";"B";"A";"B";"A";"B"
1299422;38;2022;30;"F";"33";"D";"A";"A";"A";"B";"A";"B"
1299434;1;2022;21,8;"F";"27";"D";"B";"B";"A";"C";"D";"B"
1299502;18;2022;NA;"F";"22";"A";"B";"B";"A";"G";"B";"E"
1299595;22;2022;NA;"M";"25";"D";"";"F";"E";"B";"A";"B"
1299628;18;2022;44,7;"F";"23";"D";"A";"D";"E";"E";"A";"B"
1299814;85;2022;NA;"";"";"";"";"";"";"";"";""
1299949;803;2022;34,5;"F";"33";"A";"A";"E";"E";"H";"A";"D"
1299950;18;2022;41,1;"F";"29";"D";"B";"C";"E";"H";"B";"E"
1299957;18;2022;46;"F";"49";"A";"C";"D";"E";"";"A";"E"
1300025;18;2022;60,9;"F";"31";"A";"";"E";"";"E";"A";"E"
