"CO_CURSO";"CO_GRUPO";"NU_ANO";"NT_GER";"TP_SEXO";"NU_IDADE";"QE_I02";"QE_I08";"QE_I09";"QE_I10";"QE_I11";"QE_I15";"QE_I23"
118200;84;2015;43,9;"M";"20";"A";"F";"D";"D";"I";"A";"C"
118294;1;2012;38,1;"F";"29";"A";"D";"D";"E";"";"A";"B"
118320;1;2012;36,3;"M";"26";"A";"A";"C";"E";"";"A";"B"
118344;1;2012;23,7;"M";"26";"D";"B";"F";"E";"G";"A";""
118418;1;2012;49,9;"M";"45";"A";"C";"E";"C";"A";"A";"C"
118472;1;2018;41,9;"F";"23";"A";"C";"B";"E";"";"A";"D"
118486;1;2015;NA;"M";"26";"C";"B";"B";"E";"H";"C";""
118494;26;2015;46,2;"M";"21";"A";"D";"C";"";"B";"A";"B"
118496;1;2012;NA;"F";"23";"A";"G";"C";"";"H";"A";"B"
118497;1;2012;NA;"F";"21";"A";"E";"B";"E";"A";"A";"C"
118546;1;2012;41,3;"F";"23";"D";"C";"E";"D";"A";"D";"B"
118552;85;2015;60,9;"F";"19";"A";"C";"C";"E";"B";"A";"B"
118554;85;2015;38,7;"F";"21";"A";"D";"D";"E";"";"";"B"
118556;84;2012;32,8;"F";"25";"A";"D";"E";"E";"A";"A";"B"
118572;85;2015;51,7;"F";"20";"A";"E";"B";"";"B";"F";"E"
118598;93;2012;67,6;"F";"22";"A";"C";"C";"E";"B";"A";"B"
118600;86;2018;64,9;"F";"20";"A";"D";"B";"E";"E";"A";"B"
118602;93;2012;40,6;"F";"24";"C";"D";"C";"";"";"E";""
118604;94;2012;NA;"F";"21";"A";"C";"E";"E";"B";"A";""
118610;86;2018;17,3;"F";"26";"";"D";"D";"E";"";"A";"D"
118612;85;2012;NA;"M";"25";"C";"E";"";"E";"";"A";"B"
118638;93;2012;42,4;"M";"32";"A";"B";"D";"A";"";"A";"B"
118666;87;2012;NA;"F";"45";"";"D";"B";"";"";"D";""
118682;22;2015;36,4;"F";"34";"A";"C";"D";"E";"D";"D";"C"
118686;22;2015;49,2;"F";"23";"D";"C";"C";"E";"C";"A";"B"
118690;13;2022;NA;"F";"23";"C";"F";"E";"E";"D";"D";"C"
118692;22;2022;36,8;"M";"30";"B";"C";"";"E";"B";"A";"B"
118724;86;2012;42,6;"F";"22";"A";"B";"E";"E";"B";"C";"D"
118732;1;2022;NA;"M";"45";"D";"";"F";"E";"B";"A";"B"
118792;94;2012;35,7;"M";"30";"C";"B";"B";"E";"";"A";"C"
118796;86;2012;45,1;"F";"25";"A";"A";"C";"D";"";"A";"C"
118798;86;2012;NA;"F";"20";"A";"";"";"A";"";"E";""
118802;85;2015;31,4;"F";"20";"A";"B";"B";"B";"G";"A";"B"
118810;803;2012;37,8;"M";"22";"A";"D";"B";"E";"";"A";"D"
118812;81;2015;27,3;"M";"23";"A";"B";"C";"A";"H";"A";"B"
118814;22;2015;42;"M";"27";"A";"F";"A";"";"B";"A";"B"
118832;94;2018;54,6;"M";"22";"C";"";"D";"";"B";"D";"C"
118834;84;2012;NA;"M";"26";"";"";"C";"";"";"C";"B"
118860;22;2015;NA;"F";"22";"A";"C";"C";"E";"B";"C";"A"
118904;26;2015;NA;"M";"24";"A";"F";"B";"C";"";"F";"D"
118908;804;2015;NA;"M";"21";"A";"B";"A";"";"B";"A";"C"
118956;22;2022;42,3;"M";"26";"D";"B";"B";"E";"I";"A";"B"
118978;94;2012;63,5;"M";"28";"";"C";"E";"E";"";"";"C"
118992;22;2018;NA;"F";"29";"A";"C";"C";"E";"";"A";"B"
119036;87;2012;40,8;"M";"23";"C";"B";"";"E";"";"A";""
119038;86;2018;NA;"F";"30";"B";"C";"B";"E";"";"A";"B"
119042;93;2015;62,3;"F";"29";"";"E";"F";"E";"";"";"B"
119060;22;2012;30;"F";"26";"C";"B";"D";"E";"B";"A";"C"
119090;26;2015;47,5;"F";"28";"A";"D";"B";"C";"";"D";"B"
119092;26;2015;65,5;"M";"26";"A";"G";"B";"";"";"A";"E"
119094;86;2015;48,5;"F";"23";"A";"B";"D";"E";"";"F";"B"
119096;84;2012;54,1;"F";"24";"A";"";"B";"A";"";"C";"D"
119118;94;2022;NA;"M";"32";"D";"";"E";"B";"";"A";"B"
119124;1;2012;40,1;"M";"23";"C";"";"E";"E";"";"D";""
119146;1;2012;20,6;"M";"23";"C";"D";"";"E";"B";"";"D"
119152;22;2018;24,4;"F";"26";"D";"B";"F";"E";"B";"A";"B"
119168;94;2015;NA;"M";"29";"A";"A";"B";"E";"F";"A";"B"
119188;1;2018;NA;"F";"38";"C";"D";"E";"E";"C";"";""
119198;67;2018;67,2;"F";"21";"A";"D";"C";"D";"B";"A";""
119236;85;2015;62,3;"M";"26";"";"D";"C";"E";"";"A";"B"
119238;84;2015;48,1;"F";"27";"C";"B";"E";"";"B";"A";""
119240;85;2015;41,8;"M";"24";"A";"D";"F";"E";"B";"A";"C"
119242;85;2012;25,1;"F";"20";"A";"E";"C";"E";"B";"A";"B"
119246;86;2018;NA;"F";"23";"A";"C";"E";"E";"J";"";"B"
119263;87;2012;26,9;"M";"25";"";"D";"C";"C";"";"F";"B"
119351;94;2012;48,1;"M";"36";"C";"";"";"E";"";"A";""
119376;86;2022;34;"F";"20";"";"C";"D";"E";"";"A";"B"
119380;84;2012;26,9;"M";"20";"A";"C";"B";"E";"H";"D";"B"
119383;26;2012;49,8;"M";"32";"A";"F";"B";"D";"H";"C";"C"
119445;1;2015;NA;"F";"25";"";"C";"D";"E";"";"A";"B"
119478;1;2012;45,1;"F";"33";"C";"B";"B";"A";"";"C";"C"
119484;86;2018;33,5;"F";"28";"C";"C";"C";"";"E";"A";"B"
119538;1;2022;22,5;"M";"25";"A";"D";"";"";"B";"A";"A"
119586;94;2015;41,3;"M";"33";"";"B";"F";"E";"";"";"C"
119588;93;2012;48,2;"M";"36";"C";"B";"F";"E";"E";"A";""
119656;22;2018;24,2;"M";"23";"A";"C";"B";"E";"C";"A";"B"
119767;1;2012;33;"M";"21";"A";"C";"B";"E";"";"";"D"
119785;1;2015;38,3;"M";"26";"A";"A";"A";"E";"";"B";"C"
119787;1;2015;37,7;"M";"24";"A";"B";"B";"D";"I";"A";"B"
119789;22;2012;45,6;"F";"27";"A";"C";"B";"E";"";"E";"B"
119793;94;2012;51;"M";"38";"";"";"D";"";"";"F";"A"
119820;85;2012;NA;"";"";"";"";"";"";"";"";""
119864;22;2018;61;"F";"40";"A";"C";"F";"E";"B";"A";"B"
119866;22;2015;26,3;"M";"31";"A";"B";"E";"E";"B";"A";"C"
119868;22;2012;34,1;"M";"23";"A";"B";"D";"E";"";"A";"B"
119886;93;2012;NA;"M";"31";"";"";"";"";"";"";""
119898;94;2015;60,1;"F";"25";"C";"C";"E";"D";"F";"A";"B"
119920;93;2015;55,3;"F";"29";"";"A";"F";"E";"B";"";"C"
119922;85;2018;NA;"F";"24";"A";"B";"E";"E";"B";"A";"A"
119926;1;2022;53,3;"M";"27";"C";"D";"B";"";"B";"";"B"
119934;1;2012;47,3;"M";"21";"A";"C";"E";"E";"C";"A";"B"
119944;26;2015;47,7;"M";"25";"";"C";"";"E";"G";"A";"B"
119956;86;2015;50,5;"F";"32";"A";"E";"D";"";"";"A";"B"
119958;94;2015;NA;"F";"36";"A";"C";"D";"E";"B";"";"A"
119962;84;2012;NA;"M";"27";"";"";"C";"E";"";"A";"C"
119968;87;2012;22,5;"F";"38";"B";"F";"";"A";"";"A";"B"
119976;22;2015;11,2;"F";"21";"";"";"";"";"";"";"C"
119978;1;2015;NA;"F";"26";"B";"";"D";"E";"";"";""
119980;2;2012;24,9;"F";"28";"A";"E";"C";"";"G";"A";"B"
119986;86;2012;NA;"F";"25";"A";"A";"B";"A";"";"A";"B"
119988;94;2012;57,8;"F";"24";"";"E";"B";"E";"F";"A";"B"
119990;84;2012;34,4;"F";"36";"A";"";"B";"E";"";"A";""
120000;87;2012;21,7;"F";"35";"A";"E";"C";"D";"";"A";"B"
120040;93;2012;37,7;"M";"24";"C";"E";"C";"E";"I";"A";"D"
120064;18;2015;29,9;"F";"27";"A";"B";"A";"A";"E";"A";"C"
120112;1;2012;NA;"M";"21";"A";"D";"D";"C";"A";"A";"A"
120125;1;2012;39,2;"F";"28";"A";"C";"B";"E";"F";"A";"B"
120130;86;2012;58,8;"F";"26";"B";"";"";"E";"";"A";"B"
120134;87;2012;NA;"F";"28";"B";"C";"C";"E";"";"A";"A"
120140;86;2012;38;"F";"37";"A";"";"D";"E";"";"A";"B"
120142;84;2012;NA;"F";"46";"C";"";"";"E";"B";"A";"B"
120144;84;2012;62,8;"M";"53";"";"C";"E";"D";"H";"A";"B"
120146;86;2012;55,2;"F";"23";"C";"E";"A";"";"G";"A";"B"
120148;86;2012;42,7;"F";"38";"C";"D";"B";"E";"";"A";"B"
120153;93;2018;NA;"F";"20";"C";"E";"D";"E";"C";"A";"B"
120313;1;2015;NA;"F";"26";"";"B";"B";"A";"";"A";"B"
120331;1;2015;35,9;"F";"22";"";"B";"C";"D";"";"A";"B"
120335;1;2015;28,8;"M";"24";"A";"C";"B";"E";"B";"A";"C"
120346;1;2018;30,4;"M";"25";"C";"";"D";"C";"";"";"B"
120420;1;2015;NA;"F";"22";"B";"A";"E";"E";"B";"A";"C"
120428;22;2015;61,2;"M";"26";"A";"E";"D";"A";"B";"A";"B"
120450;22;2015;NA;"F";"22";"D";"C";"";"E";"A";"A";"D"
120483;86;2012;45,4;"F";"21";"";"F";"D";"E";"";"A";"B"
120493;93;2015;35,8;"F";"31";"A";"";"E";"E";"";"A";"B"
120497;85;2015;50,4;"M";"26";"A";"C";"B";"";"";"A";"E"
120502;94;2015;55,6;"F";"19";"A";"";"";"E";"";"";"C"
120548;1;2012;39,5;"M";"27";"";"D";"B";"D";"C";"A";"B"
120556;1;2012;39,6;"M";"32";"A";"D";"D";"E";"";"A";""
120558;2;2012;25;"M";"42";"A";"A";"C";"D";"F";"A";"E"
120595;1;2012;NA;"F";"29";"B";"D";"D";"D";"";"A";"B"
120599;1;2012;NA;"F";"22";"A";"";"D";"E";"A";"";"B"
120643;22;2015;40,5;"M";"23";"A";"";"";"";"";"";""
120649;1;2015;24;"M";"33";"A";"C";"";"A";"G";"A";"E"
120684;85;2018;68,1;"M";"21";"A";"D";"E";"E";"F";"A";"C"
120700;94;2012;NA;"M";"30";"";"E";"D";"A";"G";"A";"B"
120717;87;2022;26,2;"F";"29";"";"C";"B";"";"B";"A";"C"
120723;1;2012;51,1;"M";"32";"A";"E";"B";"E";"F";"A";"C"
120735;1;2015;28,2;"F";"24";"D";"C";"D";"E";"E";"A";"B"
120820;22;2015;22;"F";"28";"C";"C";"F";"B";"B";"A";"C"
120822;2;2018;58;"F";"43";"A";"";"B";"A";"H";"A";"B"
120825;1;2018;37,1;"M";"30";"";"";"C";"D";"B";"A";"B"
120838;85;2012;41,5;"M";"49";"A";"F";"E";"E";"";"A";"A"
120848;1;2012;40;"F";"23";"";"F";"C";"D";"";"A";"A"
120879;94;2018;59,9;"M";"40";"D";"C";"E";"";"";"";""
120881;84;2022;NA;"F";"37";"A";"";"F";"E";"";"A";""
120889;86;2018;24,8;"F";"29";"B";"B";"C";"";"H";"E";""
120916;2;2015;NA;"M";"32";"A";"F";"C";"A";"";"";"B"
120918;1;2012;NA;"M";"23";"A";"C";"B";"E";"J";"A";"B"
120928;81;2015;50,1;"F";"27";"F";"E";"C";"E";"";"A";"B"
120952;86;2018;35,8;"F";"26";"A";"E";"E";"A";"E";"F";"B"
120972;87;2012;30,2;"M";"23";"C";"D";"";"";"C";"";""
120974;86;2015;NA;"F";"35";"A";"";"E";"";"E";"A";"B"
120995;87;2018;35,3;"F";"21";"A";"C";"C";"E";"C";"A";"B"
121026;1;2018;55,1;"F";"29";"";"E";"E";"A";"H";"D";"C"
121028;85;2018;NA;"F";"36";"A";"D";"D";"E";"";"";"C"
121032;29;2015;63;"F";"46";"A";"D";"E";"B";"E";"B";""
121071;84;2012;NA;"F";"18";"D";"D";"";"E";"";"A";""
121077;85;2015;59,7;"F";"28";"C";"";"C";"E";"";"A";""
121108;1;2018;50,2;"M";"36";"A";"D";"C";"E";"B";"E";"B"
121113;1;2012;NA;"";"";"";"";"";"";"";"";""
121143;84;2012;51,8;"F";"25";"A";"E";"F";"E";"";"A";"B"
121170;2;2018;28;"F";"27";"C";"";"";"";"G";"A";"C"
121179;22;2022;21,5;"F";"22";"A";"C";"B";"E";"F";"";"C"
121187;2;2018;56,5;"M";"40";"A";"F";"E";"E";"B";"A";"D"
121196;93;2012;NA;"F";"25";"C";"G";"E";"E";"A";"C";"A"
121198;94;2012;55,5;"M";"23";"A";"F";"B";"C";"C";"A";"C"
121202;1;2022;26;"F";"25";"A";"D";"";"E";"B";"";""
121214;1;2022;34,3;"F";"34";"D";"B";"C";"E";"B";"A";"B"
121232;86;2015;32,7;"F";"22";"C";"";"A";"";"";"A";"A"
121250;2;2012;55,8;"F";"34";"A";"";"B";"A";"E";"A";"D"
121281;81;2012;38,2;"F";"21";"A";"F";"B";"E";"C";"A";"C"
121297;1;2022;24,4;"F";"41";"A";"B";"";"E";"";"A";""
121303;22;2012;35,7;"F";"40";"A";"E";"D";"C";"E";"C";"B"
121309;1;2012;15,9;"F";"25";"";"D";"C";"A";"";"A";"B"
121312;84;2015;54,3;"F";"28";"A";"D";"D";"";"B";"A";""
121354;86;2015;37,1;"M";"25";"";"";"";"";"";"";"B"
121370;1;2022;34,4;"F";"38";"";"F";"D";"";"D";"A";"D"
121376;2;2022;50,3;"M";"23";"C";"F";"B";"";"A";"A";"C"
121378;2;2012;51,8;"M";"33";"";"D";"D";"B";"A";"A";"C"
121382;94;2012;NA;"M";"31";"A";"";"E";"E";"B";"A";"D"
121385;1;2022;26,6;"M";"25";"A";"B";"C";"A";"A";"A";"B"
121390;13;2012;NA;"M";"28";"";"";"";"";"";"";""
121395;18;2015;62,6;"F";"23";"A";"F";"A";"A";"A";"";"A"
121405;81;2018;41,7;"F";"24";"B";"C";"D";"E";"A";"E";"C"
121409;1;2022;NA;"M";"32";"";"F";"C";"";"B";"E";"B"
121417;2;2022;32,6;"M";"27";"C";"D";"A";"E";"";"";"B"
121435;85;2015;54,7;"M";"31";"";"F";"D";"A";"";"A";"D"
121441;85;2012;NA;"F";"25";"B";"F";"C";"A";"";"A";"A"
121460;1;2012;20,8;"M";"31";"A";"D";"C";"A";"";"A";"B"
121475;1;2022;36,8;"M";"32";"B";"G";"B";"E";"B";"A";"C"
121492;1;2018;46,7;"F";"25";"B";"D";"C";"E";"A";"B";"A"
121496;26;2015;67,8;"F";"24";"C";"B";"B";"A";"A";"A";"C"
121573;1;2018;16,7;"M";"23";"A";"A";"A";"A";"";"A";""
121578;18;2015;47,2;"F";"30";"A";"F";"C";"E";"E";"A";"B"
121593;81;2022;64,5;"F";"24";"A";"A";"B";"A";"A";"A";"B"
121667;1;2012;37,5;"F";"24";"A";"F";"B";"A";"A";"A";"A"
121677;13;2015;41,3;"M";"27";"D";"D";"B";"E";"";"D";"D"
121779;803;2012;59,7;"F";"27";"A";"E";"C";"A";"A";"A";"E"
121788;1;2015;31,5;"F";"26";"C";"B";"";"C";"A";"A";"B"
121790;29;2015;52,9;"F";"20";"C";"B";"A";"E";"D";"A";"B"
121888;87;2018;43,8;"F";"23";"A";"D";"F";"E";"A";"A";"A"
121892;1;2018;46,2;"M";"21";"C";"B";"E";"E";"A";"A";"A"
121904;87;2012;33,3;"F";"19";"A";"";"E";"E";"B";"C";"B"
121908;86;2012;60,3;"F";"33";"D";"A";"D";"";"I";"D";"B"
121918;87;2015;67,4;"F";"31";"A";"D";"E";"E";"";"A";"B"
121950;85;2018;27,9;"M";"23";"A";"D";"E";"E";"";"A";"B"
121958;86;2015;39,9;"F";"30";"A";"D";"F";"E";"";"A";"C"
121960;94;2012;40,5;"M";"31";"";"D";"";"E";"";"F";"B"
121963;84;2018;47;"F";"26";"A";"";"E";"E";"";"A";"B"
121966;86;2022;62,5;"F";"30";"B";"B";"E";"D";"";"A";""
122144;86;2012;26,2;"F";"26";"";"C";"C";"E";"E";"F";""
122148;22;2022;49,5;"F";"26";"";"D";"D";"E";"";"";"B"
122152;13;2022;NA;"M";"31";"A";"C";"F";"E";"";"C";"C"
122166;2;2018;52;"F";"22";"A";"";"D";"A";"A";"A";"B"
122186;86;2015;NA;"F";"31";"";"D";"";"A";"B";"";""
122292;93;2015;NA;"F";"43";"";"";"D";"E";"D";"";""
122376;94;2015;NA;"M";"24";"C";"B";"E";"E";"F";"A";"B"
122378;86;2012;49,6;"F";"26";"";"";"E";"E";"";"A";"B"
122380;87;2012;39,3;"F";"29";"C";"C";"D";"";"";"A";""
122398;1;2012;23,4;"F";"29";"";"E";"";"";"";"A";"C"
122406;1;2018;40,2;"M";"22";"";"E";"C";"E";"A";"F";""
122521;1;2012;49,1;"M";"23";"A";"D";"";"B";"E";"A";"B"
122560;1;2012;45,9;"M";"21";"A";"D";"B";"A";"";"A";"C"
122562;804;2012;29,4;"M";"21";"A";"D";"C";"C";"";"A";"E"
122564;13;2022;33,8;"M";"22";"A";"D";"A";"A";"C";"A";"C"
122566;22;2022;26,8;"F";"22";"A";"C";"E";"A";"I";"A";"D"
122714;93;2018;51,2;"F";"23";"A";"D";"";"D";"";"A";"B"
122824;804;2018;52;"M";"30";"B";"B";"B";"C";"B";"C";"C"
122836;87;2012;38,3;"F";"23";"A";"";"D";"D";"";"A";""
122840;84;2012;NA;"F";"27";"A";"E";"A";"E";"C";"";"C"
122872;94;2012;49,1;"M";"29";"";"A";"E";"E";"C";"C";"D"
122898;87;2015;24,7;"F";"22";"A";"";"D";"";"G";"A";"C"
122908;1;2022;27,6;"F";"41";"A";"B";"E";"";"A";"E";"B"
122912;93;2022;48;"F";"20";"A";"B";"C";"A";"B";"A";"B"
122964;1;2015;49,3;"F";"24";"A";"F";"D";"D";"A";"A";"B"
122966;1;2012;43,2;"F";"25";"A";"E";"C";"D";"";"A";"B"
122968;1;2015;0;"F";"22";"D";"C";"C";"C";"A";"A";"C"
122970;1;2015;40;"F";"25";"A";"D";"B";"B";"A";"A";"C"
123077;1;2012;38;"F";"22";"A";"";"D";"D";"B";"A";"B"
123110;22;2015;26,9;"M";"28";"A";"A";"E";"D";"B";"A";"A"
123138;84;2018;45,9;"M";"31";"D";"";"";"A";"";"A";"B"
123180;26;2012;42,3;"F";"21";"A";"C";"C";"A";"G";"A";"B"
123181;26;2012;42,9;"F";"21";"A";"C";"B";"E";"";"C";"D"
123204;67;2015;65,2;"F";"53";"";"F";"A";"E";"";"A";"D"
123251;84;2012;NA;"F";"19";"A";"F";"";"A";"C";"A";""
123253;87;2012;NA;"F";"20";"";"";"";"";"";"";""
123280;1;2015;21,5;"F";"27";"A";"E";"B";"E";"C";"D";"B"
123286;84;2012;NA;"M";"42";"A";"C";"E";"D";"";"";"B"
123299;803;2015;66,2;"M";"22";"A";"F";"";"E";"";"A";"C"
123302;804;2018;32,5;"M";"23";"A";"E";"C";"E";"H";"A";"B"
123306;94;2012;40,4;"M";"22";"A";"D";"E";"E";"B";"A";"A"
123312;22;2012;16,9;"F";"25";"";"D";"B";"E";"";"A";"E"
123580;94;2012;33,2;"F";"23";"A";"B";"";"B";"";"A";""
123592;94;2018;43,7;"F";"24";"";"G";"B";"E";"B";"D";""
123594;94;2012;NA;"F";"28";"";"D";"E";"E";"C";"A";"C"
123615;13;2012;45,1;"F";"27";"C";"D";"D";"A";"F";"A";"B"
123702;87;2012;44,8;"F";"29";"A";"B";"A";"E";"";"A";"B"
123710;84;2018;21,4;"F";"22";"A";"D";"D";"E";"";"";"B"
123720;85;2012;NA;"F";"26";"C";"";"B";"C";"";"C";"B"
123724;94;2012;46;"M";"26";"B";"B";"";"";"B";"A";"B"
123797;86;2012;NA;"F";"43";"";"G";"D";"E";"";"";""
123799;87;2012;NA;"F";"33";"";"";"F";"";"B";"";"A"
123801;84;2022;10,2;"F";"21";"";"";"";"E";"";"A";"B"
123810;84;2012;NA;"M";"33";"A";"";"";"E";"";"A";"B"
123823;29;2012;55;"M";"27";"D";"A";"B";"B";"";"A";"C"
123833;85;2015;53,9;"F";"36";"A";"C";"C";"E";"G";"A";"B"
123835;86;2012;NA;"F";"22";"C";"E";"";"";"";"A";""
123837;84;2012;NA;"";"";"";"";"";"";"";"";""
123839;94;2012;NA;"M";"26";"";"C";"D";"";"A";"A";"C"
123846;1;2015;25,8;"F";"49";"A";"";"C";"E";"";"C";""
123852;1;2022;47,6;"F";"47";"A";"";"C";"E";"";"E";"C"
150029;94;2015;48,2;"F";"25";"A";"E";"E";"E";"B";"D";"B"
150146;1;2015;34,4;"F";"20";"A";"D";"E";"";"B";"A";"C"
150147;81;2015;NA;"F";"30";"A";"A";"B";"E";"I";"";""
150149;26;2012;NA;"M";"24";"";"";"";"";"";"";""
150210;1;2015;30,5;"F";"24";"A";"B";"E";"D";"I";"E";"B"
150214;87;2012;19,8;"F";"38";"A";"C";"";"A";"";"A";"B"
150215;84;2018;26,4;"F";"48";"A";"C";"D";"D";"B";"A";"B"
150216;84;2012;34,4;"F";"37";"";"G";"";"E";"";"";""
150217;94;2012;32,5;"M";"24";"B";"D";"E";"E";"H";"D";"B"
150241;85;2015;38,4;"M";"53";"A";"";"";"E";"F";"C";"B"
150296;94;2012;NA;"M";"31";"A";"";"";"E";"";"A";"A"
150334;94;2018;33,8;"M";"29";"B";"D";"E";"A";"";"A";""
150346;93;2012;22,7;"M";"26";"C";"B";"D";"E";"";"A";"A"
303931;18;2012;42,7;"F";"29";"A";"B";"B";"A";"A";"F";"D"
305484;18;2012;NA;"M";"22";"A";"C";"E";"D";"H";"A";"C"
312703;18;2018;59;"M";"26";"A";"B";"C";"";"A";"A";"D"
314238;18;2012;80,8;"M";"21";"F";"G";"D";"A";"A";"D";""
315830;1;2015;37,8;"F";"31";"C";"F";"B";"A";"";"A";"B"
317962;18;2012;21;"F";"33";"A";"";"";"A";"";"A";"E"
318385;2;2015;59,5;"M";"23";"";"F";"";"E";"A";"A";"B"
318386;2;2015;0;"M";"22";"C";"";"A";"D";"";"A";"C"
382876;18;2022;60,7;"F";"23";"A";"B";"B";"A";"A";"D";"B"
1000813;87;2012;38,9;"M";"29";"C";"C";"";"";"G";"A";"B"
1001030;1;2015;33,8;"F";"23";"C";"";"A";"E";"";"A";"B"
1002454;1;2012;29,6;"F";"36";"C";"C";"C";"E";"";"A";"A"
1006651;22;2018;46,9;"F";"36";"A";"E";"B";"E";"";"A";"B"
1007623;86;2015;NA;"F";"24";"C";"B";"E";"";"C";"C";""
1007689;86;2012;45;"F";"36";"A";"";"B";"";"E";"A";"A"
1008205;94;2012;61,8;"F";"35";"A";"F";"D";"E";"C";"C";""
1008957;86;2015;14,8;"F";"27";"C";"";"B";"E";"B";"A";"C"
1009571;93;2012;NA;"F";"27";"";"C";"";"E";"";"C";"B"
1013368;1;2022;25,9;"F";"24";"A";"D";"E";"E";"B";"A";""
1016085;87;2018;17,7;"M";"37";"C";"B";"";"";"H";"";""
1016086;86;2018;35,6;"F";"24";"C";"";"";"A";"E";"C";"C"
1016684;804;2012;25,2;"F";"23";"C";"B";"C";"";"F";"A";"B"
1028405;1;2012;45,2;"F";"34";"A";"D";"C";"E";"";"E";"B"
1028406;22;2012;27,3;"F";"27";"A";"F";"D";"E";"";"A";"B"
1028412;94;2012;54,4;"F";"22";"A";"D";"C";"E";"";"A";"B"
1029273;94;2012;51;"F";"32";"A";"C";"C";"A";"G";"A";""
1030925;86;2018;48,6;"M";"32";"A";"D";"C";"E";"I";"A";""
1036342;87;2022;22,8;"F";"40";"B";"F";"F";"E";"B";"";"C"
1036344;94;2015;NA;"M";"35";"A";"B";"E";"A";"G";"";"B"
1040554;94;2012;NA;"F";"25";"C";"";"D";"A";"";"A";""
1041748;86;2012;NA;"F";"28";"C";"A";"E";"E";"B";"";"E"
1041825;87;2012;NA;"M";"36";"";"";"";"";"";"";""
1042353;93;2018;27;"F";"36";"B";"A";"E";"";"B";"A";"B"
1042354;86;2018;38,1;"F";"20";"A";"C";"E";"A";"A";"E";"D"
1043810;86;2012;23,5;"F";"23";"C";"B";"B";"D";"I";"A";"B"
1043819;94;2012;NA;"M";"31";"A";"D";"E";"E";"";"";"C"
1043893;84;2012;31,5;"F";"26";"A";"C";"D";"D";"";"C";"B"
1045767;93;2015;19,4;"F";"21";"D";"A";"C";"D";"E";"A";"B"
1046661;87;2012;23,5;"F";"19";"C";"";"";"E";"C";"A";"C"
1046778;86;2015;46,6;"F";"20";"";"F";"B";"E";"I";"A";"B"
1046779;84;2015;45,1;"F";"25";"A";"B";"";"E";"A";"A";"C"
1046780;85;2015;51,3;"M";"45";"A";"E";"C";"E";"B";"E";"B"
1047113;94;2012;55,5;"F";"56";"";"";"F";"E";"B";"";"B"
1049967;93;2018;41,8;"M";"30";"C";"C";"E";"E";"B";"A";"B"
1050994;86;2022;39;"F";"20";"A";"";"C";"E";"H";"A";"C"
1052363;94;2012;55,4;"F";"25";"C";"B";"";"E";"C";"A";"C"
1052364;86;2015;58;"F";"26";"C";"B";"E";"E";"E";"A";"D"
1052823;86;2012;21,8;"F";"28";"";"F";"C";"E";"C";"A";"B"
1052824;84;2012;28,4;"F";"31";"";"C";"A";"";"B";"A";"D"
1053124;93;2012;64,5;"M";"21";"A";"F";"B";"E";"B";"A";"A"
1053158;84;2012;41;"M";"38";"C";"C";"B";"E";"";"";"B"
1053293;94;2018;NA;"M";"36";"A";"E";"D";"E";"";"";"A"
1053312;84;2012;37,7;"F";"19";"C";"D";"";"B";"I";"A";"A"
1053313;87;2012;36,3;"M";"21";"A";"D";"C";"E";"";"A";"B"
1053314;86;2018;NA;"M";"31";"C";"B";"C";"E";"";"A";"B"
1053661;94;2022;56,8;"F";"38";"C";"B";"D";"E";"E";"";"C"
1054087;26;2015;NA;"M";"23";"A";"F";"C";"C";"B";"A";"C"
1054663;86;2022;43;"F";"22";"A";"B";"E";"A";"E";"A";"B"
1054665;94;2012;64;"M";"21";"A";"";"B";"E";"F";"A";""
1054728;86;2012;29,7;"F";"23";"C";"C";"";"E";"";"A";"B"
1055383;87;2012;67;"F";"29";"";"E";"D";"E";"";"";"C"
1055492;87;2012;54,2;"M";"47";"A";"C";"B";"A";"";"A";"A"
1056258;86;2015;33,7;"F";"36";"D";"A";"B";"E";"B";"A";"E"
1056710;84;2012;48,3;"M";"24";"A";"B";"E";"A";"";"A";"C"
1058000;94;2012;49,8;"F";"40";"C";"";"E";"C";"B";"C";""
1058013;86;2015;NA;"F";"24";"C";"C";"E";"B";"E";"A";"B"
1058244;86;2015;50,7;"F";"32";"A";"";"A";"";"E";"A";"B"
1058245;87;2012;NA;"F";"23";"";"G";"";"E";"";"A";"B"
1058247;84;2012;52;"F";"22";"A";"C";"D";"E";"";"A";"A"
1058500;94;2015;21,6;"F";"25";"";"E";"E";"E";"B";"F";"B"
1058502;85;2022;54,6;"F";"29";"";"B";"C";"E";"";"A";"B"
1058518;84;2012;46,8;"M";"23";"A";"F";"D";"E";"B";"A";"B"
1058519;94;2018;31,6;"M";"26";"A";"F";"D";"E";"";"C";"B"
1058520;86;2012;49,4;"F";"21";"A";"E";"B";"A";"I";"D";"B"
1058947;87;2012;15,9;"M";"22";"A";"";"";"E";"";"";""
1058957;93;2012;26,7;"M";"31";"C";"F";"C";"E";"";"C";"A"
1059170;93;2012;58,1;"M";"34";"A";"";"D";"E";"";"A";"A"
1059336;87;2015;24,5;"F";"31";"A";"";"E";"E";"I";"A";"A"
1059801;84;2012;NA;"M";"23";"B";"D";"A";"";"I";"F";"B"
1059803;86;2015;NA;"F";"28";"A";"B";"C";"A";"B";"F";"B"
